tweet,user,label
Xbox Music lands on iOS and Android devices as Microsoft rolls out free Web streaming http://t.co/ZEWwz5k71e,ByteshiftNet,
RT @matcolli: Microsoft's Purchase Of Nokia In Perspective http://t.co/ZCzm1IyXPs,robfields,
@microsoft Breaking News: Do not waste your prescious time online for nothing. Click on the link: http://t.co/ggCrAUKWEc. RT.,ZidafamorAsiyai,
DTN USA: Microsoft expands Xbox Music service to Web and devices: Microsoft makes its streaming music service ... http://t.co/MUl8Qcv9mt,DTNUSA,
".@LonzaGroup use #Polycom &amp; @Microsoft solutions to ensure work #flexibility for their 11,000 staff across 90 sites http://t.co/1BFriSXDj8",PolycomAlert,
"Microsoft, Nokia and the sound of colliding garbage trucks http://t.co/OUmXX1j6kk",dev_links,
RT @iClarified: Microsoft Releases Xbox Music App for iPhone [Update]... http://t.co/uImVJLo2AS,lm_han,
"Microsoft's Xbox music streaming service to launch on iOS, Android http://t.co/DAOuwMbq5D #Android",Digixp,
Xbox Music lands on iOS and Android devices as Microsoft rolls out free Web streaming http://t.co/IZEypYiNHK,ienewmedia,
"Microsoft launches Xbox Music across iOS and Android, adds free streaming on the Web - ... http://t.co/jVpaTqnAm9",EarlKole,
We would be waiting to use it. RT @WittScience: @Microsoft launches #XboxMusic on #Web for free http://t.co/942i2DKtXp #technology,VeFrontier,
@Microsoft What's the bitrate compare to @Spotify?,chiefie,
@masonasons my thingey says connected to microsoft? facebook? skype? google? twitter? and more link,finn_turner7501,
Microsoft launches Xbox Music on Web for free: Microsoft is making its Xbox Music streaming service available ... http://t.co/8b1iRZWaxp,NiraleeRaval,
Can I just express how much I hate Microsoft Excel right now? ,dancinggrl365,
So apparently Microsoft now offers ad-supported music streaming for Windows 8 users.,katrus,
Microsoft releases Xbox Music for iOS with ad-free music streaming and cross-platform syncing http://t.co/ErfhBGMTzS,TheiKnowBar,
Xbox Music lands on iOS and Android devices as Microsoft rolls out free Web streaming http://t.co/tipwQNN4UT,eBasiony,
"RT @ericbuenning: #BreakingBad episode recap, done in Microsoft Paint. http://t.co/Ipr0gbbX8W",wtf_kiwi,
This site is giving away free Microsoft Points Codes For Xbox 360!  http://t.co/KuBNZGnFen #xbox360 #generator #xbox #codes,kyle_turner45,
RT @TheNextWeb: Xbox Music lands on iOS and Android devices as Microsoft rolls out free Web streaming http://t.co/jHBBjsrgTS by @kaylenehong,watwateh,
"Microsoft Bringing Xbox Music To Android  Unlimited Streaming For Subscribers, No... http://t.co/QUjBsqgKa0 #xbox #apps #Applications",miiz88,
Microsoft expands Xbox Music service to Web and devices - USA TODAY http://t.co/K8H6QvC34m,LixenTk,
"will be available forPlayStation 3, Xbox 360, and Microsoft Windows platform",jailspm6anTeddp,
Microsoft launches Xbox Music on Web for free: Microsoft is making its Xbox Music streaming service available ... http://t.co/5jEabcoZVi,gurlylaura,
Microsoft quietly makes available Xbox Music app for iOS http://t.co/hbG4lQ6h4Y | http://t.co/gBHZs2U2hT,_APPVOL_,
RT @GamesBeat: Microsoft doubles down on Xbox Music with revamped service -- including iOS and Google Play apps http://t.co/pTpZFR9wZ2 by @,KONAhaze,
RT @TheNextWeb: Xbox Music lands on iOS and Android devices as Microsoft rolls out free Web streaming http://t.co/jHBBjsrgTS by @kaylenehong,sideshowcygel,
#ShanghaiJobs Cluster and Storage Support Engineer-GBS-Shanghai Job: Microsoft - Shanghai -  J... http://t.co/z2uLQCFxhe #Shanghai #Jobs,Shanghai_Jobs_,
Microsoft Turunkan Harga Nokia Lumia 1020 Di Amerika http://t.co/JbyDBLoYJc,gadgetlicious,
Microsoft Pangkas Harga Nokia Lumia 1020 Hingga Rp 1 Jutaan: 09/09/2013 10:50 Paduan smartphone dengan kamera ... http://t.co/aVwLETeyg0,tanjungsiang,
@lyft Thanks!  It will really help your Seattle (aka Microsoft) coverage.,earthshod,
Can anybody tell me how to install Microsoft office on my iPad?,JustinHarrison8,
"#SantiagoJobs Large Opportunity Manager PS Job: Microsoft - Santiago, Regin Metropolitana -  ... http://t.co/eS4VuI9JZs #Santiago #Jobs",Santiago_Jobs,
Microsoft Takes Xbox Music 2 Rival Devices http://t.co/Va7sryF9KY,tEHgEeKjOUrNAl,
Microsoft quietly releases Xbox Music for iOS with ad-free music streaming and cross-platform syncing: 9to5Mac... http://t.co/bDKG0Gq2vN,iphone5_____,
Not Receiving New Email Messages On Microsoft Outlook? http://t.co/GCvQt3pwul,albionpccare,
BizTalk Server: the alphabetized list of the most common terms used in BizTalk Server - http://t.co/O3ImZ32Hea #msbts,SysTalk,
Microsoft releases Xbox Music for iOS with ad-free music streaming and cross-platform syncing http://t.co/WPpuisJUN8,Harbooq,
"Microsoft Launches Xbox Music on Web for Free: Microsoft tackles online music with free, streaming Xbox Music;... http://t.co/L4HYCcKY67",InNewsNet,
RT @TheNextWeb: Xbox Music lands on iOS and Android devices as Microsoft rolls out free Web streaming http://t.co/jHBBjsrgTS by @kaylenehong,inevra,
Microsoft Launches Xbox Music on Web for Free http://t.co/OXtM6QbFNk,NOR_SURRENDER,
Xbox Music lands on iOS and Android devices as Microsoft rolls out free Web streaming http://t.co/GkBRXXim7B,ntegritypc,
RT @TennesseeRecord: Like To Flirt At The Office Water Cooler? A Microsoft Intern Built A Water Cooler That Flirts Back (MSFT) -   http://t,GemmaGwen,
Worries arise that Microsoft is growing beyond manageable size http://t.co/cyX7DgMpvp http://t.co/hClVVZy3Cb,siva_pharm,
"#iOS Microsoft Expands Xbox Music Service to Android, Apple Devices - Businessweek http://t.co/c9ZZOne3xC #Apple",10Blackberry,
RT @TheNextWeb: Xbox Music lands on iOS and Android devices as Microsoft rolls out free Web streaming http://t.co/jHBBjsrgTS by @kaylenehong,bnraghuram,
soon as Microsoft launches its new search engine called Bing Google competition become hotter no,Meldiee7dKosine,
RT @9to5mac: Microsoft quietly releases Xbox Music for iOS with ad-free music streaming and cross-platform syncing http://t.co/HLdDeWYMj9,mitchell209,
RT @TheNextWeb: Xbox Music lands on iOS and Android devices as Microsoft rolls out free Web streaming http://t.co/jHBBjsrgTS by @kaylenehong,assampanda,
RT @TheNextWeb: Xbox Music lands on iOS and Android devices as Microsoft rolls out free Web streaming http://t.co/jHBBjsrgTS by @kaylenehong,ObinnaUkwueze,
"Debut #Xbox One TV Commercial Released By #Microsoft, Showcases #NFL And #Skype [VIDEO]",Tec_Globe,
Microsoft launches Xbox Music on Web for free: Microsoft is making its Xbox Music streaming service available for... http://t.co/P6NwmEiHAI,EmpireGameNews,
"Microsoft launches Xbox Music across iOS and Android, adds free streaming on the Web http://t.co/v7eRDMd9s2",ronaldsoh,
#LetsMakeItAwkward @apple @Microsoft,Talal_Hussain98,
#ShanghaiJobs Windows Client SalesSpecialist - SMSG - Shanghai Job: Microsoft - Shanghai -  Jo... http://t.co/ylF6YKLrAF #Shanghai #Jobs,Shanghai_Jobs_,
"My Facebook #Linux page, the only politics here is ""Crush Microsoft"". Check us out ;-) https://t.co/VSfZtw0CCU",psfal_original,
RT @TheNextWeb: Xbox Music lands on iOS and Android devices as Microsoft rolls out free Web streaming http://t.co/jHBBjsrgTS by @kaylenehong,matildapeas,
Microsoft Releases Xbox Music App for iPhone - Microsoft has released the Xbox Music app for iPhone letting you ac... http://t.co/xhSjOzxmLf,TechNodeNews,
Xbox Music lands on iOS and Android devices as Microsoft rolls out free Web streaming http://t.co/HJNUxD7SNe,thackshaw,
"RT @9technews: Microsoft's Xbox music streaming service to launch on iOS, Android - Los Angeles Times: Boston Glo... http://t.co/coRvfHLhWe",BostonMusic1,
"Microsoft Expands Xbox Music Service to Android, Apple Devices - Businessweek: Wall Street Journal (blog)... http://t.co/XLixSFYnhP",Ivan226622,
#Google#HP#HTC#Kobo#Lenovo#Microsoft  http://t.co/LYluoUK2aU,4out5recommend,
@AceyBongos @XboxMadUk @MrJon92 and I'm on board with them due to the past with both consoles. And the fact that its Microsoft.,CoodyD,
@Talal_Hussain98 @Apple @Microsoft wrong apple,Clong44,
"Xbox Music launches on iOS and Android, free streaming on the web: Microsoft is expanding its Xbox Music... http://t.co/qEP07EzCvw #tech",OnlinedCom,
"#Microsoft Bringing #Xbox Music To Android  Unlimited #Streaming For Subscribers, No Offline Mode: There's yet... http://t.co/L2WAD4pnui",hellosazzle,
RT @TheNextWeb: Xbox Music lands on iOS and Android devices as Microsoft rolls out free Web streaming http://t.co/jHBBjsrgTS by @kaylenehong,TampaEFL,
"#Microsoft Bringing #Xbox Music To Android  Unlimited #Streaming For Subscribers, No Offline Mode http://t.co/35UhRXOHAx",gomaam,
"RT @liputan6dotcom: Wow, Microsoft Pangkas Harga Nokia Lumia Hingga Rp 1 Jutaan. Tertarik?  http://t.co/ru4OWuOWJV via @Lip6Tekno http://t.",yahyaMorales,
$9.99 - Microsoft Basic Optical Mouse P58-00063 Black 3 Buttons 1 x Wheel USB Wired Optical Mouse:    ... http://t.co/I262N6K9po,neweggca,
RT @VentureBeat: Microsoft doubles down on Xbox Music with revamped service -- including iOS and Google Play apps http://t.co/Ns7BMxThS0 by,jasonpryder,
RT @CNET: Microsoft will support the Xbox 360 until 2016 and plans to release more than 100 games for it http://t.co/8Yb1gAEb9S,Albmil254,
#VB Microsoft doubles down on Xbox Music with revamped service  including iO... http://t.co/dxbIb3aH4P,TWMembers,
Pretty sure Microsoft word just tried to get me to use ebonics #WTF,ASlobin92,
Kailey girl! Where do I find the Microsoft downloads on the BYUI site? @kaileyeh,heyimsydnee,
http://t.co/kGq5x08i3L     microsoft office access,Tracer_Hobbit,
Microsoft launches Xbox Music on Web for free http://t.co/alTPHNfHlL,maldicore,
"@ChampChong Yeah it's been confirmed dude, the original video got pulled by microsoft",DB_Turbo,
RT @TheNextWeb: Xbox Music lands on iOS and Android devices as Microsoft rolls out free Web streaming http://t.co/jHBBjsrgTS by @kaylenehong,iamGodgifted,
"With Steve Ballmer out, Bill Gates no longer active, and the release of the new Xbox, Microsoft needs CEO that knows the gaming industry.",4JuDith23011867,
Xbox Music by Microsoft Corporation.  https://t.co/dKMuRmxaz0,hotterdotcom,
Xbox Music lands on iOS and Android devices as Microsoft rolls out free Web streaming http://t.co/SQVEBHIIYN,reignvoltaire,
Microsoft releases Xbox Music for iOS with ad-free music streaming and cross-platform syncing #tech #news #ios... http://t.co/yEDIsAGlLO,Geekkyy,
RT @TheNextWeb: Xbox Music lands on iOS and Android devices as Microsoft rolls out free Web streaming http://t.co/jHBBjsrgTS by @kaylenehong,TamannaRahman12,
"GILA! Gasabar nunggunya! &gt;""Microsoft Pangkas Harga Nokia Lumia 1020 Hingga Rp 1 Jutaan - Berita Liputan6 http://t.co/jGdwm9v5BJ via @liputan",pralm2,
RT @TheNextWeb: Xbox Music lands on iOS and Android devices as Microsoft rolls out free Web streaming http://t.co/jHBBjsrgTS by @kaylenehong,Bizsemo,
yo Microsoft need to drop the new xbox man,yesimonyaass,
"Microsoft Expands Xbox Music Service to Android, Apple Devices - Businessweek http://t.co/XOeFbur13I #android",10Blackberry,
"""New #Microsoft Surface #RT ad has #Siri asking ""Am I still pretty?"""" #tech #tablet #Windows http://t.co/Ln1bfvEUM5",sugoirachit,
Xbox Music lands on iOS and Android devices as Microsoft rolls out free Web streaming http://t.co/rTq1GPCxLc,MahmoudMB,
RT @Xoupi7100: Microsoft releases Xbox Music for iOS with ad-free music streaming and cross-platform syncing: Microsoft released a brand-ne,translatemate,
Microsoft Pangkas Harga Nokia Lumia 1020 Hingga Rp 1 Jutaan http://t.co/r6ADPlH55R,AndroidCareID,
Microsoft Takes Xbox Music to Rival Devices: Microsoft is finally following through on a pledge to bring its r... http://t.co/q8SjWQyFQd,microsoftbiz,
